Tanggal,Beras Premium,Beras Medium,Kedelai Biji Kering (Impor),Bawang Merah,Bawang Putih Bonggol,Cabai Merah Keriting,Cabai Rawit Merah,Daging Sapi Murni,Daging Ayam Ras,Telur Ayam Ras,Gula Pasir/Konsumsi,Minyak Goreng Kms. Sederhana,Tepung Terigu (Curah),Minyak Goreng Curah,Cabai Merah Besar,Jagung Pipilan Kering,Kentang,Tomat
09/06/2024," 14,000 "," 12,133 "," 10,900 "," 36,000 "," 39,000 "," 49,000 "," 39,000 "," 105,000 "," 31,500 "," 26,500 "," 16,000 "," 16,250 "," 8,750 "," 15,525 "," 55,000 "," 6,000 "," 20,000 "," 12,000 "
10/06/2024," 14,000 "," 12,133 "," 10,900 "," 37,000 "," 38,000 "," 46,000 "," 39,000 "," 105,000 "," 31,500 "," 26,500 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 52,000 "," 6,000 "," 20,000 "," 12,000 "
11/06/2024," 14,250 "," 12,300 "," 10,900 "," 38,000 "," 38,000 "," 47,000 "," 37,000 "," 105,000 "," 32,000 "," 26,500 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 52,000 "," 6,000 "," 20,000 "," 12,000 "
12/06/2024," 14,500 "," 12,467 "," 10,900 "," 35,000 "," 38,000 "," 47,000 "," 35,000 "," 110,000 "," 33,000 "," 26,500 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 52,000 "," 6,000 "," 20,000 "," 12,000 "
13/06/2024," 14,500 "," 12,633 "," 10,900 "," 36,000 "," 39,000 "," 48,000 "," 34,000 "," 110,000 "," 33,000 "," 26,500 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 52,000 "," 6,000 "," 20,000 "," 12,000 "
14/06/2024," 14,500 "," 12,633 "," 10,600 "," 37,000 "," 38,000 "," 49,000 "," 32,000 "," 110,000 "," 33,000 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 58,000 "," 6,000 "," 20,000 "," 12,000 "
15/06/2024," 15,000 "," 12,633 "," 10,600 "," 35,000 "," 38,000 "," 51,000 "," 29,000 "," 110,000 "," 33,000 "," 27,000 "," 16,000 "," 16,000 "," 8,750 "," 15,525 "," 58,000 "," 6,000 "," 20,000 "," 10,000 "
16/06/2024," 15,000 "," 12,633 "," 10,600 "," 35,000 "," 38,000 "," 51,000 "," 28,000 "," 110,000 "," 34,000 "," 27,000 "," 16,000 "," 16,000 "," 8,750 "," 15,525 "," 55,500 "," 6,000 "," 22,000 "," 10,000 "
17/06/2024," 15,000 "," 12,633 "," 10,600 "," 35,000 "," 38,000 "," 51,000 "," 28,000 "," 110,000 "," 34,000 "," 27,000 "," 16,000 "," 16,000 "," 8,750 "," 15,525 "," 55,500 "," 6,000 "," 22,000 "," 10,000 "
18/06/2024," 15,000 "," 12,633 "," 10,600 "," 35,000 "," 38,000 "," 51,000 "," 28,000 "," 110,000 "," 34,000 "," 27,000 "," 16,000 "," 16,000 "," 8,750 "," 15,525 "," 55,500 "," 6,000 "," 22,000 "," 10,000 "
19/06/2024," 15,000 "," 12,633 "," 10,600 "," 36,000 "," 38,000 "," 49,000 "," 28,000 "," 110,000 "," 35,000 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 61,000 "," 6,000 "," 22,000 "," 10,000 "
20/06/2024," 15,000 "," 12,633 "," 10,600 "," 36,000 "," 38,000 "," 49,000 "," 29,000 "," 110,000 "," 35,000 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 61,000 "," 6,000 "," 22,000 "," 10,000 "
21/06/2024," 15,000 "," 12,633 "," 10,600 "," 36,000 "," 38,000 "," 49,000 "," 29,000 "," 110,000 "," 33,000 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 59,000 "," 6,000 "," 22,000 "," 10,000 "
22/06/2024," 15,000 "," 12,633 "," 10,600 "," 35,000 "," 37,000 "," 51,000 "," 29,000 "," 110,000 "," 33,000 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 59,000 "," 6,000 "," 22,000 "," 10,000 "
23/06/2024," 15,000 "," 12,633 "," 10,600 "," 35,000 "," 37,000 "," 51,000 "," 29,000 "," 110,000 "," 35,000 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,525 "," 59,000 "," 6,000 "," 22,000 "," 10,000 "
24/06/2024," 15,000 "," 12,633 "," 10,600 "," 33,500 "," 36,500 "," 38,000 "," 28,000 "," 110,000 "," 34,500 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,750 "," 46,000 "," 6,000 "," 22,000 "," 10,000 "
25/06/2024," 15,000 "," 12,633 "," 10,400 "," 33,500 "," 37,500 "," 39,000 "," 28,000 "," 110,000 "," 34,500 "," 27,000 "," 16,000 "," 16,250 "," 8,250 "," 15,750 "," 44,000 "," 6,000 "," 22,000 "," 8,000 "
26/06/2024," 15,000 "," 12,633 "," 10,400 "," 34,000 "," 38,000 "," 32,000 "," 28,000 "," 110,000 "," 34,000 "," 27,000 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 24,000 "," 8,000 "
27/06/2024," 15,000 "," 12,633 "," 10,400 "," 34,000 "," 38,000 "," 32,000 "," 28,000 "," 110,000 "," 34,000 "," 27,000 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 24,000 "," 8,000 "
28/06/2024," 15,000 "," 12,466 "," 10,400 "," 32,000 "," 38,000 "," 30,000 "," 26,000 "," 110,000 "," 33,500 "," 27,000 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 24,000 "," 8,000 "
29/06/2024," 15,000 "," 12,466 "," 10,400 "," 32,000 "," 38,000 "," 30,000 "," 26,000 "," 110,000 "," 33,000 "," 26,833 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 24,000 "," 8,000 "
30/06/2024," 15,000 "," 12,466 "," 10,400 "," 33,000 "," 37,000 "," 30,000 "," 31,000 "," 110,000 "," 33,000 "," 26,500 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 38,000 "," 6,000 "," 24,000 "," 8,000 "
01/07/2024," 15,000 "," 12,466 "," 10,400 "," 32,000 "," 37,000 "," 31,000 "," 32,000 "," 110,000 "," 33,000 "," 26,500 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 34,000 "," 6,000 "," 24,000 "," 6,000 "
02/07/2024," 15,000 "," 12,466 "," 10,400 "," 31,500 "," 37,000 "," 30,000 "," 31,000 "," 110,000 "," 33,000 "," 26,500 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 32,000 "," 6,000 "," 24,000 "," 6,000 "
03/07/2024," 15,000 "," 12,633 "," 10,400 "," 31,000 "," 38,000 "," 32,000 "," 44,000 "," 110,000 "," 32,500 "," 26,167 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 22,000 "," 8,000 "
04/07/2024," 15,000 "," 12,633 "," 10,400 "," 28,000 "," 36,000 "," 36,000 "," 44,000 "," 110,000 "," 32,500 "," 26,167 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 22,000 "," 8,000 "
05/07/2024," 15,000 "," 12,633 "," 10,400 "," 29,000 "," 36,000 "," 36,000 "," 44,000 "," 110,000 "," 32,500 "," 26,167 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 22,000 "," 8,000 "
06/07/2024," 15,000 "," 12,633 "," 10,400 "," 32,500 "," 37,000 "," 38,000 "," 44,000 "," 110,000 "," 32,500 "," 26,166 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 22,000 "," 6,000 "
07/07/2024," 15,000 "," 12,633 "," 10,400 "," 32,500 "," 37,000 "," 38,000 "," 44,000 "," 110,000 "," 32,500 "," 26,166 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 22,000 "," 6,000 "
08/07/2024," 15,000 "," 12,633 "," 10,400 "," 32,000 "," 37,000 "," 36,000 "," 50,000 "," 110,000 "," 32,500 "," 26,000 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 20,000 "," 6,000 "
09/07/2024," 15,000 "," 12,467 "," 10,400 "," 31,000 "," 37,000 "," 34,000 "," 46,000 "," 110,000 "," 32,500 "," 26,000 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 22,000 "," 6,000 "
10/07/2024," 15,000 "," 12,467 "," 10,000 "," 27,000 "," 37,000 "," 33,000 "," 50,000 "," 110,000 "," 32,000 "," 26,000 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 20,000 "," 6,000 "
11/07/2024," 15,000 "," 12,467 "," 10,000 "," 27,500 "," 37,000 "," 36,000 "," 53,000 "," 110,000 "," 33,000 "," 26,150 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 20,000 "," 6,000 "
12/07/2024," 15,000 "," 12,467 "," 10,000 "," 27,500 "," 37,000 "," 36,000 "," 52,000 "," 110,000 "," 33,000 "," 26,333 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 20,000 "," 6,000 "
13/07/2024," 14,750 "," 12,466 "," 10,000 "," 26,000 "," 37,000 "," 36,000 "," 60,000 "," 110,000 "," 33,500 "," 26,500 "," 16,000 "," 16,000 "," 8,250 "," 15,750 "," 38,000 "," 6,000 "," 20,000 "," 6,000 "
14/07/2024," 14,750 "," 12,466 "," 10,000 "," 26,000 "," 37,000 "," 35,000 "," 62,000 "," 110,000 "," 33,500 "," 26,667 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 39,000 "," 6,000 "," 20,000 "," 5,000 "
15/07/2024," 14,750 "," 12,466 "," 10,000 "," 28,000 "," 37,000 "," 33,500 "," 58,000 "," 105,000 "," 33,500 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 20,000 "," 5,000 "
16/07/2024," 14,750 "," 12,466 "," 10,000 "," 26,000 "," 37,000 "," 32,000 "," 58,000 "," 105,000 "," 33,000 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 20,000 "," 5,000 "
17/07/2024," 15,000 "," 12,466 "," 10,000 "," 27,000 "," 37,000 "," 34,000 "," 63,000 "," 105,000 "," 33,000 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 35,000 "," 6,000 "," 20,000 "," 5,000 "
18/07/2024," 15,000 "," 12,466 "," 10,000 "," 27,000 "," 37,000 "," 34,000 "," 77,000 "," 105,000 "," 33,000 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 20,000 "," 6,000 "
19/07/2024," 15,000 "," 12,466 "," 10,000 "," 27,000 "," 37,000 "," 34,000 "," 77,000 "," 105,000 "," 33,000 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 36,000 "," 6,000 "," 20,000 "," 6,000 "
20/07/2024," 15,000 "," 12,466 "," 10,000 "," 24,000 "," 38,000 "," 37,000 "," 65,000 "," 105,000 "," 32,500 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 20,000 "," 6,000 "
21/07/2024," 15,000 "," 12,466 "," 10,000 "," 23,000 "," 39,000 "," 34,000 "," 63,000 "," 105,000 "," 32,000 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 20,000 "," 5,000 "
22/07/2024," 15,000 "," 12,466 "," 10,000 "," 23,000 "," 39,000 "," 36,000 "," 71,000 "," 105,000 "," 32,000 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 38,000 "," 6,000 "," 20,000 "," 5,000 "
23/07/2024," 15,000 "," 12,466 "," 9,800 "," 23,000 "," 39,000 "," 35,000 "," 70,000 "," 105,000 "," 31,500 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 38,000 "," 6,000 "," 20,000 "," 5,000 "
24/07/2024," 15,000 "," 12,466 "," 9,800 "," 23,000 "," 39,000 "," 36,000 "," 84,000 "," 105,000 "," 31,500 "," 26,833 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 38,000 "," 6,000 "," 22,000 "," 5,000 "
25/07/2024," 15,000 "," 12,466 "," 9,800 "," 22,000 "," 40,000 "," 34,000 "," 73,000 "," 105,000 "," 31,500 "," 26,833 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 22,000 "," 5,000 "
26/07/2024," 15,000 "," 12,466 "," 9,800 "," 22,000 "," 40,000 "," 35,000 "," 72,000 "," 105,000 "," 31,500 "," 26,833 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,000 "," 6,000 "," 22,000 "," 5,000 "
27/07/2024," 15,000 "," 12,466 "," 9,800 "," 22,670 "," 38,670 "," 34,670 "," 69,670 "," 105,000 "," 31,500 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,333 "," 6,000 "," 21,000 "," 5,000 "
28/07/2024," 15,000 "," 12,466 "," 9,800 "," 22,000 "," 38,670 "," 36,000 "," 74,000 "," 105,000 "," 31,500 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 38,000 "," 6,000 "," 20,500 "," 5,000 "
29/07/2024," 15,000 "," 12,466 "," 9,800 "," 21,333 "," 38,000 "," 34,667 "," 77,333 "," 105,000 "," 31,500 "," 26,500 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,333 "," 6,000 "," 21,000 "," 5,000 "
30/07/2024," 15,000 "," 12,666 "," 9,800 "," 21,333 "," 38,000 "," 38,666 "," 78,000 "," 105,000 "," 30,500 "," 26,333 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 37,333 "," 6,000 "," 21,000 "," 5,000 "
31/07/2024," 15,000 "," 12,666 "," 9,800 "," 20,666 "," 37,333 "," 34,666 "," 74,000 "," 105,000 "," 30,500 "," 26,333 "," 16,250 "," 16,000 "," 8,250 "," 15,750 "," 36,666 "," 6,000 "," 21,000 "," 5,000 "
01/08/2024," 15,000 "," 12,666 "," 9,800 "," 20,666 "," 38,000 "," 34,666 "," 69,333 "," 105,000 "," 30,500 "," 26,333 "," 16,250 "," 16,250 "," 8,250 "," 15,975 "," 37,000 "," 6,000 "," 21,000 "," 5,000 "
02/08/2024," 15,000 "," 12,666 "," 9,800 "," 21,000 "," 37,333 "," 34,666 "," 70,000 "," 105,000 "," 30,500 "," 26,333 "," 16,250 "," 16,250 "," 8,250 "," 16,425 "," 37,333 "," 6,000 "," 21,000 "," 5,000 "
03/08/2024," 15,000 "," 12,666 "," 9,800 "," 20,333 "," 37,333 "," 34,666 "," 74,000 "," 105,000 "," 32,500 "," 26,166 "," 16,250 "," 16,500 "," 8,250 "," 16,425 "," 38,000 "," 6,000 "," 21,000 "," 5,000 "
04/08/2024," 15,000 "," 12,666 "," 9,800 "," 20,333 "," 37,333 "," 33,333 "," 73,333 "," 105,000 "," 32,500 "," 26,166 "," 16,000 "," 16,500 "," 8,250 "," 16,200 "," 37,333 "," 6,000 "," 21,000 "," 5,000 "
05/08/2024," 15,000 "," 12,666 "," 9,700 "," 20,333 "," 37,333 "," 34,000 "," 68,667 "," 105,000 "," 32,500 "," 26,166 "," 16,000 "," 16,250 "," 8,250 "," 16,200 "," 36,667 "," 6,000 "," 21,000 "," 5,000 "
06/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,333 "," 37,333 "," 33,333 "," 68,667 "," 105,000 "," 32,500 "," 26,166 "," 16,000 "," 16,200 "," 8,250 "," 16,200 "," 36,667 "," 6,000 "," 21,000 "," 5,000 "
07/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,333 "," 37,333 "," 33,667 "," 68,667 "," 105,000 "," 32,500 "," 25,883 "," 16,000 "," 16,200 "," 8,250 "," 16,200 "," 36,667 "," 6,000 "," 21,000 "," 5,000 "
08/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,333 "," 37,333 "," 33,667 "," 68,667 "," 105,000 "," 32,500 "," 25,883 "," 16,000 "," 16,200 "," 8,250 "," 16,200 "," 36,667 "," 6,000 "," 21,000 "," 5,000 "
09/08/2024," 15,000 "," 12,666 "," 9,700 "," 19,333 "," 37,333 "," 33,333 "," 66,000 "," 105,000 "," 32,000 "," 25,883 "," 16,000 "," 16,250 "," 8,250 "," 16,200 "," 37,333 "," 6,000 "," 21,000 "," 5,000 "
10/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,666 "," 37,333 "," 33,666 "," 63,000 "," 105,000 "," 32,500 "," 25,833 "," 16,000 "," 16,500 "," 8,250 "," 16,200 "," 36,000 "," 6,000 "," 20,000 "," 5,000 "
11/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,666 "," 37,333 "," 34,666 "," 62,333 "," 105,000 "," 32,000 "," 25,833 "," 16,000 "," 16,500 "," 8,250 "," 16,200 "," 36,666 "," 6,000 "," 20,000 "," 5,000 "
12/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,666 "," 37,333 "," 34,666 "," 61,333 "," 105,000 "," 32,500 "," 25,833 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 36,666 "," 6,000 "," 21,000 "," 5,000 "
13/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,666 "," 37,333 "," 34,333 "," 60,667 "," 105,000 "," 32,500 "," 25,833 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 36,000 "," 6,000 "," 21,000 "," 5,000 "
14/08/2024," 15,000 "," 12,666 "," 9,700 "," 19,333 "," 38,000 "," 35,000 "," 57,333 "," 105,000 "," 32,500 "," 25,833 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 36,666 "," 6,000 "," 22,000 "," 5,000 "
15/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,660 "," 38,000 "," 34,660 "," 50,660 "," 105,000 "," 32,750 "," 25,166 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 36,000 "," 6,000 "," 21,000 "," 5,000 "
16/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,660 "," 38,000 "," 34,660 "," 48,000 "," 105,000 "," 32,750 "," 25,166 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 36,000 "," 6,000 "," 21,000 "," 5,000 "
17/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,660 "," 37,330 "," 34,000 "," 48,000 "," 105,000 "," 32,750 "," 25,000 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 35,330 "," 6,000 "," 21,000 "," 5,000 "
18/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,660 "," 37,330 "," 32,660 "," 54,000 "," 105,000 "," 32,250 "," 24,666 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 35,330 "," 6,000 "," 21,000 "," 5,000 "
19/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,660 "," 37,330 "," 33,000 "," 55,000 "," 105,000 "," 32,250 "," 24,666 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 35,330 "," 6,000 "," 21,000 "," 5,000 "
20/08/2024," 15,000 "," 12,666 "," 9,700 "," 18,660 "," 37,330 "," 33,000 "," 50,000 "," 105,000 "," 32,250 "," 24,666 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 34,670 "," 6,000 "," 22,000 "," 5,000 "
21/08/2024," 15,000 "," 12,666 "," 9,600 "," 18,660 "," 37,330 "," 34,000 "," 51,330 "," 105,000 "," 32,250 "," 24,666 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 36,000 "," 6,000 "," 21,000 "," 5,000 "
22/08/2024," 15,000 "," 12,666 "," 9,600 "," 18,660 "," 37,330 "," 32,000 "," 45,000 "," 105,000 "," 32,750 "," 25,000 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 34,667 "," 6,000 "," 22,000 "," 5,000 "
23/08/2024," 15,000 "," 12,666 "," 9,600 "," 18,660 "," 37,330 "," 32,000 "," 43,666 "," 105,000 "," 32,250 "," 25,000 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 34,670 "," 6,500 "," 22,000 "," 5,000 "
24/08/2024," 15,000 "," 12,666 "," 9,600 "," 18,660 "," 37,330 "," 31,330 "," 42,666 "," 105,000 "," 32,750 "," 25,000 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 34,000 "," 6,500 "," 22,000 "," 5,000 "
25/08/2024," 15,000 "," 12,666 "," 9,600 "," 18,660 "," 37,330 "," 31,330 "," 42,666 "," 105,000 "," 32,750 "," 25,000 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 34,000 "," 6,500 "," 22,000 "," 5,000 "
26/08/2024," 15,000 "," 12,500 "," 9,600 "," 18,660 "," 37,330 "," 30,000 "," 36,000 "," 105,000 "," 32,750 "," 24,883 "," 16,000 "," 16,750 "," 8,000 "," 16,200 "," 32,000 "," 6,500 "," 22,000 "," 5,000 "
27/08/2024," 15,000 "," 12,500 "," 9,600 "," 18,660 "," 37,330 "," 30,000 "," 33,000 "," 105,000 "," 32,750 "," 24,883 "," 16,000 "," 16,750 "," 8,000 "," 16,425 "," 30,667 "," 6,500 "," 21,000 "," 5,000 "
28/08/2024," 15,000 "," 12,500 "," 9,600 "," 18,660 "," 37,330 "," 30,000 "," 33,000 "," 105,000 "," 32,750 "," 24,883 "," 16,000 "," 16,750 "," 8,000 "," 16,425 "," 30,667 "," 6,500 "," 21,000 "," 5,000 "
29/08/2024," 15,000 "," 12,500 "," 9,600 "," 19,333 "," 37,330 "," 28,000 "," 32,000 "," 105,000 "," 32,750 "," 24,500 "," 16,000 "," 16,750 "," 8,000 "," 16,650 "," 28,000 "," 6,500 "," 21,000 "," 5,000 "
30/08/2024," 15,000 "," 12,500 "," 9,600 "," 19,333 "," 37,330 "," 28,000 "," 33,000 "," 105,000 "," 32,750 "," 24,500 "," 16,000 "," 16,750 "," 8,000 "," 16,650 "," 28,333 "," 6,500 "," 21,000 "," 5,000 "
31/08/2024," 15,000 "," 12,500 "," 9,600 "," 20,000 "," 37,330 "," 26,000 "," 31,330 "," 105,000 "," 32,000 "," 24,500 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 26,670 "," 6,500 "," 20,500 "," 5,000 "
01/09/2024," 15,000 "," 12,500 "," 9,600 "," 20,670 "," 37,330 "," 23,330 "," 31,330 "," 105,000 "," 32,000 "," 24,500 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 28,670 "," 6,500 "," 21,000 "," 5,000 "
02/09/2024," 15,000 "," 12,500 "," 9,600 "," 20,670 "," 37,330 "," 22,667 "," 31,330 "," 105,000 "," 32,000 "," 24,500 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 28,000 "," 6,500 "," 21,000 "," 5,000 "
03/09/2024," 15,000 "," 12,500 "," 9,600 "," 22,333 "," 37,000 "," 21,333 "," 29,333 "," 105,000 "," 32,000 "," 24,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 22,000 "," 6,500 "," 21,000 "," 5,000 "
04/09/2024," 15,000 "," 12,500 "," 9,300 "," 21,333 "," 37,333 "," 22,000 "," 32,000 "," 105,000 "," 32,000 "," 24,333 "," 16,250 "," 16,250 "," 8,000 "," 16,650 "," 24,000 "," 6,500 "," 21,000 "," 5,000 "
05/09/2024," 15,000 "," 12,500 "," 9,300 "," 22,000 "," 37,333 "," 21,667 "," 32,333 "," 105,000 "," 32,000 "," 24,333 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 24,333 "," 6,500 "," 21,000 "," 4,500 "
06/09/2024," 15,000 "," 12,500 "," 9,300 "," 22,000 "," 37,333 "," 22,000 "," 32,667 "," 105,000 "," 32,000 "," 24,333 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 24,333 "," 6,500 "," 21,000 "," 4,000 "
07/09/2024," 15,000 "," 12,500 "," 9,300 "," 23,330 "," 37,330 "," 20,670 "," 33,000 "," 105,000 "," 32,000 "," 25,330 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 22,330 "," 6,500 "," 21,000 "," 4,000 "
08/09/2024," 15,000 "," 12,500 "," 9,300 "," 23,670 "," 37,670 "," 19,670 "," 31,330 "," 105,000 "," 32,000 "," 25,000 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 21,000 "," 6,500 "," 21,000 "," 4,000 "
09/09/2024," 15,000 "," 12,500 "," 9,300 "," 23,670 "," 37,670 "," 19,670 "," 31,330 "," 105,000 "," 32,000 "," 25,000 "," 16,500 "," 16,250 "," 8,000 "," 16,650 "," 21,000 "," 6,500 "," 21,000 "," 4,000 "
10/09/2024," 15,000 "," 12,500 "," 9,300 "," 22,000 "," 37,670 "," 18,000 "," 32,000 "," 105,000 "," 31,500 "," 25,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 21,333 "," 6,500 "," 20,500 "," 4,000 "
11/09/2024," 15,000 "," 12,500 "," 9,300 "," 22,000 "," 37,670 "," 20,000 "," 32,000 "," 105,000 "," 31,500 "," 25,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 21,333 "," 6,500 "," 20,500 "," 4,000 "
12/09/2024," 15,000 "," 12,500 "," 9,200 "," 22,000 "," 37,670 "," 19,333 "," 32,000 "," 105,000 "," 32,000 "," 25,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 21,333 "," 6,500 "," 20,000 "," 4,500 "
13/09/2024," 15,000 "," 12,500 "," 9,200 "," 22,000 "," 37,000 "," 18,667 "," 32,000 "," 105,000 "," 32,500 "," 25,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 4,500 "
14/09/2024," 15,000 "," 12,500 "," 9,200 "," 23,330 "," 36,670 "," 18,670 "," 32,000 "," 105,000 "," 32,500 "," 25,500 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 20,670 "," 6,500 "," 19,000 "," 4,500 "
15/09/2024," 15,000 "," 12,500 "," 9,200 "," 23,330 "," 37,330 "," 18,670 "," 32,670 "," 105,000 "," 32,500 "," 25,500 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 4,000 "
16/09/2024," 15,000 "," 12,500 "," 9,200 "," 22,000 "," 37,330 "," 19,330 "," 33,330 "," 105,000 "," 32,500 "," 25,500 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 20,000 "," 6,500 "," 19,000 "," 5,500 "
17/09/2024," 15,000 "," 12,500 "," 9,200 "," 22,667 "," 37,000 "," 19,330 "," 33,330 "," 105,000 "," 32,500 "," 25,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 20,667 "," 6,500 "," 19,000 "," 5,500 "
18/09/2024," 15,000 "," 12,500 "," 9,200 "," 22,667 "," 37,667 "," 20,667 "," 33,330 "," 105,000 "," 32,500 "," 25,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 22,000 "," 6,500 "," 19,000 "," 4,500 "
19/09/2024," 15,000 "," 12,500 "," 9,200 "," 22,667 "," 37,667 "," 20,667 "," 34,330 "," 105,000 "," 32,500 "," 25,333 "," 16,000 "," 16,250 "," 8,000 "," 16,650 "," 22,000 "," 6,500 "," 19,000 "," 4,500 "
